0.598253729,0.478254332,0.329336453,0.544909208
0.598253729,0.477993442,0.337934703,0.547705257
0.598224304,0.477602107,0.346532954,0.544909208
0.598224304,0.477080326,0.355131204,0.547705257
0.598194878,0.476428101,0.363729455,0.544909208
0.598194878,0.47564543,0.372327706,0.547705257
0.598165452,0.474732314,0.380925956,0.544909208
0.598165452,0.473688754,0.389524207,0.547705257
0.598136026,0.472514748,0.398122457,0.544909208
0.598136026,0.471210297,0.406720708,0.547705257
0.5981066,0.469775401,0.415318959,0.544909208
0.5981066,0.468210059,0.423917209,0.547705257
0.598077174,0.466514273,0.43251546,0.544909208
0.598077174,0.464688042,0.44111371,0.547705257
0.598047749,0.462731365,0.449711961,0.544909208
0.598047749,0.460644243,0.458310212,0.547705257
0.598018323,0.458426677,0.466908462,0.544909208
0.598018323,0.456078665,0.475506713,0.547705257
0.597988897,0.453600208,0.484104964,0.544909208
0.597988897,0.450991306,0.492703214,0.547705257
0.597959471,0.448251959,0.501301465,0.544909208
0.597959471,0.445382167,0.509899715,0.547705257
0.597930045,0.442381929,0.518497966,0.544909208
0.597930045,0.439251247,0.527096217,0.547705257
0.597900619,0.435990119,0.535694467,0.544909208
0.597900619,0.432598547,0.544292718,0.547705257
0.597871194,0.429076529,0.552890968,0.544909208
0.597871194,0.425424066,0.561489219,0.547705257
0.597841768,0.421641158,0.57008747,0.544909208
0.597841768,0.417727805,0.57868572,0.547705257
0.597812342,0.413684007,0.587283971,0.544909208
0.597812342,0.409509764,0.595882221,0.547705257
0.597782916,0.405205075,0.604480472,0.544909208
0.597782916,0.400769942,0.613078723,0.547705257
0.59775349,0.396204363,0.621676973,0.544909208
0.59775349,0.39150834,0.630275224,0.547705257
0.597724065,0.386681871,0.638873474,0.544909208
0.597724065,0.381724957,0.647471725,0.547705257
0.597694639,0.376637598,0.656069976,0.544909208
0.597694639,0.371419794,0.664668226,0.547705257
0.597665213,0.366071545,0.673266477,0.544909208
0.597665213,0.360592851,0.681864728,0.547705257
0.597635787,0.354983711,0.690462978,0.544909208
0.597635787,0.349244127,0.699061229,0.547705257
0.597606361,0.343374097,0.707659479,0.544909208
0.597606361,0.337373623,0.71625773,0.547705257
0.597576935,0.331242703,0.724855981,0.544909208
0.597576935,0.324981338,0.733454231,0.547705257
0.59754751,0.318589528,0.742052482,0.544909208
